DrugBank ID,Name,Drug Groups,SMILES
DB11447,Phenothiazine,experimental; vet_approved,N1C2=CC=CC=C2SC2=CC=CC=C12
DB11448,Phosmet,vet_approved,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
DB11449,Phthalofyne,experimental; vet_approved,CCC(C)(OC(=O)C1=CC=CC=C1C(O)=O)C#C
DB11450,Pimobendan,vet_approved,COC1=CC=C(C=C1)C1=NC2=CC(=CC=C2N1)C1=NNC(=O)CC1C
DB11451,Poloxalene,investigational; vet_approved,C1CO1.CC1CO1
DB11452,Ponazuril,vet_approved,CN1C(=O)NC(=O)N(C1=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C(F)(F)F)C(C)=C1
DB11453,Pradofloxacin,vet_approved,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O
DB11454,Prostalene,vet_approved,CCCCC[C@@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C=CCCC(=O)OC
DB11455,Robenacoxib,experimental; vet_approved,CCC1=CC(CC(O)=O)=C(NC2=C(F)C(F)=CC(F)=C2F)C=C1
DB11456,Ronnel,experimental; vet_approved,COP(=S)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl
DB11457,Rotenone,vet_approved,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C
DB11458,Roxarsone,vet_approved,OC1=C(C=C(C=C1)[As](O)(O)=O)N(=O)=O
DB11459,Selamectin,vet_approved,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C5CCCCC5)O4)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O
DB11460,Squalene,vet_approved,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
DB11461,Sulfachlorpyridazine,vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1
DB11462,Sulfaethoxypyridazine,vet_approved,CCOC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
DB11463,Sulfanitran,vet_approved,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O
DB11464,Sulfaquinoxaline,vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=C(C=CC=C2)N=C1
DB11466,Tepoxalin,vet_approved,COC1=CC=C(C=C1)N1N=C(CCC(=O)N(C)O)C=C1C1=CC=C(Cl)C=C1
DB11467,Thiostrepton,vet_approved,[H]\C(C)=C1/N=C(O)C(N=C(O)C2=CSC(=N2)C23CCC(=NC2C2=CSC(=N2)C(N=C(O)C2=CSC(=N2)C(N=C(O)C2CSC1=N2)C(C)(O)C(C)O)C(C)OC(=O)C1=NC2=C(C=CC(NC(C(C)CC)C(O)=NC(C)C(O)=NC(=C)C(O)=NC(C)C(O)=N3)C2O)C(=C1)C(C)O)C1=NC(=CS1)C(O)=NC(=C)C(O)=NC(=C)C(O)=N)C(C)O
DB11468,Tiamulin,vet_approved,[H][C@@]12C(=O)CC[C@]11CC[C@@]([H])(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CSCCN(CC)CC
DB11470,Tildipirosin,vet_approved,[H][C@@]1(O[C@H]2[C@@H](CCN3CCCCC3)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@H](CN3CCCCC3)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)O[C@H](C)[C@@H](O)[C@@H]([C@H]1O)N(C)C
DB11471,Tilmicosin,investigational; vet_approved,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
DB11472,Tioxidazole,vet_approved,CCCOC1=CC=C2N=C(NC(=O)OC)SC2=C1
DB11473,Metrifonate,vet_approved,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
DB11474,Tulathromycin A,vet_approved,[H][C@@]1(C[C@@](C)(OC)[C@](O)(CNCCC)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C
DB11475,Tylosin,vet_approved,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
DB11476,Virginiamycin,vet_approved,CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)C2=COC(CC(=O)C[C@H](O)\C=C(/C)\C=C\CNC(=O)\C=C\[C@H]1C)=N2.[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=C(O)C=CC=N1)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)CCN1C(=O)[C@H](CC1=CC=CC=C1)N(C)C2=O)C1=CC=CC=C1
DB11477,Xylazine,vet_approved,CC1=CC=CC(C)=C1NC1=NCCCS1
DB11478,Zeranol,experimental; vet_approved,C[C@H]1CCC[C@H](O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1
DB11479,Zilpaterol,vet_approved,CC(C)N[C@@H]1CCN2C(=O)NC3=CC=CC([C@H]1O)=C23
DB11480,Zoalene,experimental; vet_approved,CC1=C(C=C(C=C1C(N)=O)[N+]([O-])=O)[N+]([O-])=O
DB11481,Atipamezole,investigational; vet_approved,CCC1(CC2=CC=CC=C2C1)C1=CN=CN1
DB11485,Ceftiofur,vet_approved,[H][C@]12SCC(CSC(=O)C3=CC=CO3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DB11487,Dexamethasone isonicotinate,vet_approved,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C3=CC=NC=C3)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB11490,Nalorphine,experimental; vet_approved,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
DB11491,Sarafloxacin,vet_approved; withdrawn,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
DB11493,Sodium tripolyphosphate,vet_approved,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
DB11495,(S)-methoprene,vet_approved,[H]\C(C[C@@]([H])(C)CCCC(C)(C)OC)=C(\[H])/C(/C)=C(\[H])C(=O)OC(C)C
DB11496,2-mercaptobenzothiazole,approved; experimental; vet_approved,S=C1NC2=C(S1)C=CC=C2
DB11497,Sulfotep,experimental; vet_approved,CCOP(=S)(OCC)OP(=S)(OCC)OCC
DB11499,Amphomycin,vet_approved,[H]N([C@@H](CC(O)=O)C(=O)NCC(=O)N[C@H]([C@H](C)N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@H](C)[C@]1([H])NC(=O)[C@@]2([H])CCCCN2C1=O)C(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)C\C=C\CCCCCC(C)CC)[C@@H](C)C(O)=O
DB11501,Bunamidine,vet_approved,CCCCCCOC1=C2C=CC=CC2=C(C=C1)C(=N)N(CCCC)CCCC
DB11502,Butacaine,approved; vet_approved,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1
DB11504,Caramiphen,experimental; vet_approved,CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1
DB11505,Cefovecin,experimental; vet_approved,[H][C@]12SCC([C@@H]3CCCO3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
DB11507,Cloprostenol,vet_approved,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)COC1=CC=CC(Cl)=C1
DB11509,Cupric glycinate,vet_approved,[Cu++].NCC([O-])=O.NCC([O-])=O
DB11510,Deslorelin,investigational; vet_approved,[H][C@]1(CCC(=O)N1)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC
DB11511,Difloxacin,vet_approved,CN1CCN(CC1)C1=C(F)C=C2C(=C1)N(C=C(C(O)=O)C2=O)C1=CC=C(F)C=C1
DB11512,Dihydrostreptomycin,approved; investigational; vet_approved; withdrawn,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)CO
DB11513,Diperodon,vet_approved,[H]N(C(=O)OCC(CN1CCCCC1)OC(=O)N([H])C1=CC=CC=C1)C1=CC=CC=C1
DB11516,Dithiazanine,vet_approved,[H]C(C([H])=C([H])C1=[N+](CC)C2=CC=CC=C2S1)=C([H])C([H])=C1SC2=C(C=CC=C2)N1CC
DB11517,Etymemazine,experimental; vet_approved,CCC1=CC2=C(SC3=CC=CC=C3N2CC(C)CN(C)C)C=C1
DB11518,Flunixin,vet_approved,CC1=C(C=CC=C1NC1=C(C=CC=N1)C(O)=O)C(F)(F)F
DB11519,Fluprostenol,vet_approved,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)COC1=CC=CC(=C1)C(F)(F)F
DB11520,Hygromycin B,vet_approved,[H][C@@]12OC3(O[C@]1([H])[C@H](O[C@]1([H])[C@@H](O)[C@H](N)C[C@H](NC)[C@H]1O)O[C@H](CO)[C@@H]2O)O[C@]([H])([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]3O
DB11521,Imidocarb,vet_approved,O=C(NC1=CC=CC(=C1)C1=NCCN1)NC1=CC=CC(=C1)C1=NCCN1
DB11522,Isoflupredone,vet_approved,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB11525,Maduramicin,vet_approved,N.[H][C@@](C)([C@@]1([H])O[C@@]2(CC[C@](C)(O2)[C@@]2([H])CC[C@](C)(O2)[C@]2([H])O[C@]([H])(C[C@]2([H])O[C@]2([H])C[C@]([H])(OC)[C@@]([H])(OC)[C@]([H])(C)O2)[C@@]2([H])O[C@](C)(O)[C@]([H])(C)C[C@]2([H])C)C[C@]([H])(O)[C@@]1([H])C)[C@]1([H])O[C@](O)(CC(O)=O)[C@@]([H])(C)[C@]([H])(OC)[C@@]1([H])OC
DB11526,Masitinib,investigational; vet_approved,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC(=CS3)C3=CN=CC=C3)=C2)CC1
DB11528,Melarsomine,experimental; vet_approved,NCCS[As](SCCN)C1=CC=C(NC2=NC(N)=NC(N)=N2)C=C1
DB11529,Melengestrol,vet_approved,[H][C@@]12CC(=C)[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C
DB11530,Metoserpate,vet_approved,[H][C@]12C[C@H](OC)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
DB11531,Milbemycin oxime,vet_approved,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C)O5)O4)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O.[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@H](C[C@]5(CC[C@H](C)[C@@H](CC)O5)O4)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O
DB11534,Butyl chloride,vet_approved,CCCCCl
DB11537,Pirlimycin,vet_approved,[H][C@@](NC(=O)[C@@H]1C[C@H](CC)CCN1)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
DB11540,Propiopromazine,experimental; vet_approved,CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN(C)C)C2=C1
DB11541,Ractopamine,vet_approved,CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1
DB11542,Robenidine,experimental; vet_approved,ClC1=CC=C(\C=N\NC(=N)N\N=C\C2=CC=C(Cl)C=C2)C=C1
DB11543,Romifidine,vet_approved,FC1=CC=CC(Br)=C1NC1=NCCN1
DB11544,Salinomycin,vet_approved,[H][C@@](C)(C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@@]3([H])CC[C@](O)(CC)[C@]([H])(C)O3)[C@]([H])(O)C=C2)[C@]([H])(C)C[C@]1([H])C)[C@@]([H])(O)[C@]([H])(C)[C@]1([H])O[C@]([H])(CC[C@]1([H])C)[C@@]([H])(CC)C(O)=O
DB11545,Semduramicin,vet_approved,[H][C@@]1(C[C@H](O[C@@]2([H])CC[C@H](OC)[C@@H](C)O2)[C@@]([H])(O1)[C@]1(C)CC[C@@]([H])(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@]([H])(O2)[C@@H](C)[C@]2([H])O[C@](O)(CC(O)=O)[C@@H](C)[C@H](O)[C@H]2OC)O1)[C@@]1([H])O[C@](C)(O)[C@H](C)C[C@@H]1C
DB11547,Sulfabromomethazine,vet_approved,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=C1Br
DB11549,Tiletamine,vet_approved,CCNC1(CCCCC1=O)C1=CC=CS1
DB11551,Trenbolone,vet_approved,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB11552,Tricaine,vet_approved,CCOC(=O)C1=CC(N)=CC=C1
DB11554,Tylvalosin,vet_approved,CC[C@H]1OC(=O)C[C@@H](OC(C)=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
DB11555,Zolazepam,vet_approved,CN1N=C(C)C2=C1N(C)C(=O)CN=C2C1=CC=CC=C1F
DB11556,Detomidine,vet_approved,CC1=C(C)C(CC2=CN=CN2)=CC=C1
DB11558,Toluene,vet_approved,CC1=CC=CC=C1
DB11560,Lesinurad,approved; investigational,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2
DB11561,Aminacrine,experimental,NC1=C2C=CC=CC2=NC2=C1C=CC=C2
DB11562,Bicuculline,experimental,[H][C@]1(OC(=O)C2=C1C=CC1=C2OCO1)[C@@]1([H])N(C)CCC2=CC3=C(OCO3)C=C12
DB11570,Padimate O,approved,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
DB11573,Aluminum chlorohydrate,approved,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-]
DB11574,Elbasvir,approved,[H][C@]1(CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=NC=C(N1)C1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(=C3)C3=CN=C(N3)[C@]3([H])CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)C1=C2)C1=CC=CC=C1
DB11575,Grazoprevir,approved,COC1=CC2=NC3=C(CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)O3)C(C)(C)C)N=C2C=C1
DB11576,Ferric oxide,experimental,O=[Fe]O[Fe]=O
DB11577,Indigotindisulfonic acid,approved,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1
DB11581,Venetoclax,approved; investigational,CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1
DB11582,Thiocolchicoside,experimental,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C3C2=C1OC
DB11583,Cetalkonium,approved,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DB11584,Pipradrol,approved,[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB11585,Drometrizole trisiloxane,approved,CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
DB11586,Asunaprevir,approved; investigational; withdrawn,COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2
DB11587,Etafedrine,approved,CCN(C)[C@@H](C)[C@H](O)C1=CC=CC=C1
DB11589,Neon,approved; investigational,[Ne]
DB11590,Thimerosal,approved,[Na+].CC[Hg]SC1=CC=CC=C1C([O-])=O
DB11591,Bilastine,approved; investigational,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1
DB11592,Nitrocefin,experimental,[H][C@]12SCC(\C=C\C3=CC=C(C=C3[N+]([O-])=O)[N+]([O-])=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O
DB11593,Isatoic anhydride,experimental,O=C1NC2=CC=CC=C2C(=O)O1
DB11594,Domiphen,approved; experimental,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1
DB11596,Levoleucovorin,approved; investigational,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1
DB11602,Hydroxyethyl cellulose,approved,CC(O)COCC1OC(OC2C(COCC(C)O)OC(OCC(C)O)C(OCC(C)O)C2OCC(C)O)C(OCC(C)O)C(OCC(C)O)C1OCC(C)O
DB11609,Normethadone,approved; illicit,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB11610,Oxilofrine,approved,[H][C@@](C)(NC)[C@]([H])(O)C1=CC=C(O)C=C1
DB11611,Lifitegrast,approved,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1
DB11613,Velpatasvir,approved; investigational,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1
DB11614,Rupatadine,approved,CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1
DB11616,Pirarubicin,investigational,[H][C@]1(N)C[C@]([H])(O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O[C@]1([H])CCCCO1
DB11617,Aclarubicin,investigational,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=C(C(O)=CC=C1)C3=O
DB11618,Zorubicin,experimental,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1OC)C3=O)C(C)=NNC(=O)C1=CC=CC=C1)O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
DB11619,Gestrinone,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
DB11620,Neridronic Acid,experimental; investigational,NCCCCCC(O)(P(O)(O)=O)P(O)(O)=O
DB11622,Dehydrocholic acid,approved; investigational,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O
DB11623,Candoxatrilat,experimental,COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(O)=O
DB11625,Perflenapent,investigational; withdrawn,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DB11628,Depreotide,withdrawn,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](CCSCC(=O)NC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O
DB11629,Laropiprant,approved; investigational; withdrawn,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1
DB11630,Temoporfin,approved; investigational,OC1=CC=CC(=C1)C-1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\-1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1
DB11632,Opicapone,approved; investigational,CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl
DB11633,Isavuconazole,approved; investigational,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1
DB11636,Nomegestrol,approved,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
DB11637,Delamanid,approved; investigational,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O
DB11638,Artenimol,approved; experimental; investigational,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)C([H])(O)O[C@]3([H])O[C@@]4(C)CC[C@]1([H])[C@@]23OO4
DB11640,Amifampridine,approved; investigational,NC1=CC=NC=C1N
DB11641,Vinflunine,approved; investigational,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC
DB11642,Pitolisant,approved; investigational,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
DB11644,Tafamidis,approved; investigational,OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1
DB11645,PF-4191834,investigational,CN1N=CC=C1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1
DB11647,Incyclinide,investigational,[H][C@@]12CC3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)C[C@]1([H])C2
DB11648,Afuresertib,investigational,CN1N=CC(Cl)=C1C1=C(Cl)SC(=C1)C(=O)N[C@H](CN)CC1=CC=CC(F)=C1
DB11649,Lersivirine,investigational,CCC1=NN(CCO)C(CC)=C1OC1=CC(=CC(=C1)C#N)C#N
DB11650,HT-0712,investigational,COC1=CC=C(C=C1OC1CCCC1)[C@H]1CNC(=O)[C@H](CC2=CC(C)=CC=C2)C1
DB11651,Dactolisib,investigational,CN1C(=O)N(C2=C1C=NC1=CC=C(C=C21)C1=CN=C2C=CC=CC2=C1)C1=CC=C(C=C1)C(C)(C)C#N
DB11652,Tucatinib,approved; investigational,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1
DB11653,Bremelanotide,approved; investigational,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O
DB11654,T-2000,investigational,COCN1C(=O)N(COC)C(=O)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
DB11655,Evacetrapib,investigational,CN1N=NC(=N1)N(CC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)[C@H]1CCCN(C[C@H]2CC[C@@H](CC2)C(O)=O)C2=C1C=C(C)C=C2C
DB11656,Rebamipide,approved; investigational,OC(=O)C(CC1=CC(=O)NC2=C1C=CC=C2)NC(=O)C1=CC=C(Cl)C=C1
DB11658,QAV-680,investigational,CC1=C(CC(O)=O)C2=CC=CN=C2N1CC1=CC=C(C=C1)S(C)(=O)=O
DB11659,Indium,investigational,[In]
DB11660,Latanoprostene bunod,approved; investigational,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1
DB11662,Rabusertib,investigational,CC1=NC=C(NC(=O)NC2=C(OC[C@@H]3CNCCO3)C=C(C)C(Br)=C2)N=C1
DB11663,Pictilisib,investigational,CS(=O)(=O)N1CCN(CC2=CC3=C(S2)C(=NC(=N3)C2=C3C=NNC3=CC=C2)N2CCOCC2)CC1
